Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Telco Churn,outliers_targeted,low,Gaussian Naive Bayes,cleaned,0.730632552,0.495344507,0.711229947,0.583973655,0.809933945,0.001936436,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,KNN,cleaned,0.744136461,0.518134715,0.534759358,0.526315789,0.768505625,0.000977755,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,MLP,cleaned,0.780383795,0.600619195,0.518716578,0.556671449,0.813187539,1.575255871,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,Decision Tree,cleaned,0.746979389,0.529411765,0.43315508,0.476470588,0.744433688,0.011714935,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,Random Forest,cleaned,0.790334044,0.636678201,0.49197861,0.55505279,0.829745407,0.129018784,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,XGBoost,cleaned,0.782515991,0.605590062,0.521390374,0.560344828,0.822953497,0.071285963,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,LightGBM,cleaned,0.78891258,0.619937695,0.532085561,0.572661871,0.82629639,0.054682255,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,Logistic Regression,dirty,0.789623312,0.61746988,0.548128342,0.580736544,0.824995729,0.006803989,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,Gaussian Naive Bayes,dirty,0.729921819,0.494402985,0.70855615,0.582417582,0.807024605,0.001972437,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,KNN,dirty,0.739161336,0.509383378,0.50802139,0.508701473,0.769133307,0.000959873,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,MLP,dirty,0.782515991,0.606918239,0.516042781,0.557803468,0.81639713,1.569723606,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,Decision Tree,dirty,0.750533049,0.536741214,0.449197861,0.489082969,0.743147263,0.013026237,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,Random Forest,dirty,0.786780384,0.626712329,0.489304813,0.54954955,0.82727221,0.12848258,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,XGBoost,dirty,0.784648188,0.607902736,0.534759358,0.568990043,0.821661895,0.072006464,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,LightGBM,dirty,0.783937456,0.608024691,0.526737968,0.564469914,0.827462456,0.053707838,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1}"
Telco Churn,outliers_targeted,medium,Logistic Regression,cleaned,0.789623312,0.61746988,0.548128342,0.580736544,0.824995729,0.00685358,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,Gaussian Naive Bayes,cleaned,0.729921819,0.494402985,0.70855615,0.582417582,0.807024605,0.001953602,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,KNN,cleaned,0.739161336,0.509383378,0.50802139,0.508701473,0.769133307,0.000976801,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,MLP,cleaned,0.782515991,0.606918239,0.516042781,0.557803468,0.81639713,1.562828064,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,Decision Tree,cleaned,0.750533049,0.536741214,0.449197861,0.489082969,0.743147263,0.012690783,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,Random Forest,cleaned,0.786780384,0.626712329,0.489304813,0.54954955,0.82727221,0.120560884,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,XGBoost,cleaned,0.784648188,0.607902736,0.534759358,0.568990043,0.821661895,0.067913294,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,medium,LightGBM,cleaned,0.783937456,0.608024691,0.526737968,0.564469914,0.827462456,0.051751852,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 5, 'outliers_added': 1125, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,Logistic Regression,dirty,0.789623312,0.618181818,0.545454545,0.579545455,0.824566058,0.006836653,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,Gaussian Naive Bayes,dirty,0.729211087,0.493457944,0.705882353,0.580858086,0.805862422,0.002066135,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,KNN,dirty,0.731343284,0.494949495,0.524064171,0.509090909,0.765505692,0.002192497,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,MLP,dirty,0.778962331,0.595744681,0.524064171,0.557610242,0.814334191,1.58480978,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,Decision Tree,dirty,0.749111585,0.531722054,0.470588235,0.49929078,0.737417884,0.011714935,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,Random Forest,dirty,0.791044776,0.635135135,0.502673797,0.56119403,0.828754057,0.13312006,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,XGBoost,dirty,0.786780384,0.612121212,0.540106952,0.573863636,0.822033328,0.072244167,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,LightGBM,dirty,0.789623312,0.624203822,0.524064171,0.569767442,0.826121675,0.053258181,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1}"
Telco Churn,outliers_targeted,high,Logistic Regression,cleaned,0.789623312,0.618181818,0.545454545,0.579545455,0.824566058,0.007816315,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,Gaussian Naive Bayes,cleaned,0.729211087,0.493457944,0.705882353,0.580858086,0.805862422,0.00196743,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,KNN,cleaned,0.731343284,0.494949495,0.524064171,0.509090909,0.765505692,0.000962019,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,MLP,cleaned,0.778962331,0.595744681,0.524064171,0.557610242,0.814334191,1.580147266,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,Decision Tree,cleaned,0.749111585,0.531722054,0.470588235,0.49929078,0.737417884,0.013668299,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,Random Forest,cleaned,0.791044776,0.635135135,0.502673797,0.56119403,0.828754057,0.128017187,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,XGBoost,cleaned,0.786780384,0.612121212,0.540106952,0.573863636,0.822033328,0.072783232,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,high,LightGBM,cleaned,0.789623312,0.624203822,0.524064171,0.569767442,0.826121675,0.05565691,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 10, 'outliers_added': 2250, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
