Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Bank Marketing,class_imbalance,medium,KNN,cleaned,0.849496848,0.399067288,0.566162571,0.468151622,0.777482591,0.004609346,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,medium,MLP,cleaned,0.845737034,0.413009809,0.756143667,0.534223706,0.893463642,17.82573867,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,medium,Decision Tree,cleaned,0.832909433,0.392194193,0.778827977,0.521684077,0.841543099,0.130044222,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,medium,Random Forest,cleaned,0.841424306,0.412067353,0.832703214,0.551314143,0.915200169,0.402411461,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,medium,XGBoost,cleaned,0.858122305,0.444001991,0.843100189,0.581675905,0.925752208,0.140157461,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,medium,LightGBM,cleaned,0.850934424,0.431018078,0.856332703,0.573417722,0.928614972,0.168536425,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 25, 'minority_removed': 1057, 'original_rows': 36168, 'corrupted_rows': 35111, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 35111, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,Logistic Regression,dirty,0.888643149,0.616438356,0.127599244,0.211433046,0.869956902,0.019534826,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,Gaussian Naive Bayes,dirty,0.851376756,0.376083189,0.41020794,0.392405063,0.813762691,0.008788109,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,KNN,dirty,0.890412474,0.596541787,0.195652174,0.294661922,0.775249375,0.002930164,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,MLP,dirty,0.897600354,0.663366337,0.253308129,0.366621067,0.896644228,9.267920494,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,Decision Tree,dirty,0.899922592,0.642458101,0.326086957,0.432601881,0.832143445,0.083139658,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,Random Forest,dirty,0.894504036,0.73853211,0.152173913,0.252351097,0.918538422,0.274919033,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,XGBoost,dirty,0.901139003,0.695238095,0.275992439,0.395128552,0.928031292,0.106474161,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,LightGBM,dirty,0.903682406,0.723150358,0.286389414,0.410291131,0.92906809,0.096231222,34476,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1}"
Bank Marketing,class_imbalance,high,Logistic Regression,cleaned,0.81245162,0.3625,0.79489603,0.497927768,0.875752149,0.024062872,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,Gaussian Naive Bayes,cleaned,0.68992591,0.25142369,0.834593573,0.38643326,0.813733809,0.013669968,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,KNN,cleaned,0.861660953,0.425712086,0.52268431,0.46924056,0.75762583,0.004882813,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,MLP,cleaned,0.837775075,0.396664982,0.741965974,0.516957524,0.886751743,17.99289966,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,Decision Tree,cleaned,0.831140108,0.388598575,0.7731569,0.517230477,0.824141556,0.133631706,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,Random Forest,cleaned,0.851819087,0.429358717,0.810018904,0.561231172,0.913081356,0.40133357,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,XGBoost,cleaned,0.868517085,0.465508162,0.835538752,0.59790328,0.924467249,0.139188051,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,class_imbalance,high,LightGBM,cleaned,0.859781046,0.4475,0.845935728,0.585349902,0.926318487,0.14364171,63874,16,"{'error_type': 'class_imbalance', 'intended_rate': 40, 'minority_removed': 1692, 'original_rows': 36168, 'corrupted_rows': 34476, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'oversample minority', 'reason': 'resampling - alters the training distribution rather than repairing wrong values', 'rows_before': 34476, 'rows_after': 63874, 'test_transformed': False}"
Bank Marketing,feature_noise,low,Logistic Regression,dirty,0.891407719,0.595,0.224952741,0.326474623,0.872604233,0.018558264,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,Gaussian Naive Bayes,dirty,0.838217406,0.355460385,0.470699433,0.4050427,0.812698195,0.008352757,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,KNN,dirty,0.892845295,0.57712305,0.314744802,0.40733945,0.809402554,0.003912449,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,MLP,dirty,0.902797744,0.641838352,0.382797732,0.479573712,0.903339319,10.22119856,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,Decision Tree,dirty,0.894061705,0.574850299,0.36294896,0.444959444,0.848541985,0.190155983,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,Random Forest,dirty,0.902465996,0.67254902,0.324196597,0.4375,0.920692272,0.425749779,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,XGBoost,dirty,0.909985624,0.663538874,0.467863894,0.548780488,0.932196001,0.125968218,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,LightGBM,dirty,0.908326883,0.655359566,0.456521739,0.53816156,0.93032754,0.110857487,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,low,Logistic Regression,cleaned,0.891297136,0.593052109,0.225897921,0.327173169,0.87272497,0.018572092,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,Gaussian Naive Bayes,cleaned,0.837332744,0.353024911,0.468809074,0.402760861,0.81042349,0.007850409,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,KNN,cleaned,0.892845295,0.57712305,0.314744802,0.40733945,0.809956286,0.005427361,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,MLP,cleaned,0.902355413,0.634408602,0.390359168,0.483323581,0.902574179,10.13502002,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,Decision Tree,cleaned,0.894061705,0.574850299,0.36294896,0.444959444,0.848541985,0.202363491,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,Random Forest,cleaned,0.902465996,0.67254902,0.324196597,0.4375,0.920692272,0.422540903,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,XGBoost,cleaned,0.909985624,0.663538874,0.467863894,0.548780488,0.932196001,0.132503748,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,low,LightGBM,cleaned,0.909100962,0.662534435,0.45463138,0.539237668,0.931595868,0.12182641,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 5, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,Logistic Regression,dirty,0.890854805,0.589873418,0.220226843,0.32071576,0.872513681,0.019532204,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,Gaussian Naive Bayes,dirty,0.839765565,0.358640636,0.468809074,0.406390823,0.812486432,0.008769512,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,KNN,dirty,0.891407719,0.566433566,0.306238185,0.397546012,0.807378556,0.003900766,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,MLP,dirty,0.900586089,0.630541872,0.36294896,0.460707858,0.900876289,9.840048313,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,Decision Tree,dirty,0.900696671,0.61299435,0.41020794,0.491506229,0.861399032,0.192181587,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,Random Forest,dirty,0.903350658,0.681818182,0.326086957,0.441176471,0.919128138,0.405305147,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,XGBoost,dirty,0.9082163,0.652,0.462192817,0.540929204,0.928830996,0.122970343,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,LightGBM,dirty,0.910427955,0.66893733,0.464083176,0.547991071,0.929609807,0.113338709,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,medium,Logistic Regression,cleaned,0.890854805,0.589873418,0.220226843,0.32071576,0.872662352,0.019531488,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,Gaussian Naive Bayes,cleaned,0.837775075,0.35234657,0.461247637,0.399508801,0.810293284,0.007803202,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,KNN,cleaned,0.889748977,0.552677029,0.302457467,0.390959071,0.80456752,0.003907204,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,MLP,cleaned,0.899701427,0.625207297,0.356332703,0.453943408,0.899486869,10.02234173,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,Decision Tree,cleaned,0.900696671,0.61299435,0.41020794,0.491506229,0.861399032,0.18498826,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,Random Forest,cleaned,0.903350658,0.681818182,0.326086957,0.441176471,0.919128138,0.418771267,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,XGBoost,cleaned,0.9082163,0.652,0.462192817,0.540929204,0.928830996,0.12417388,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,medium,LightGBM,cleaned,0.908437465,0.657967033,0.452741021,0.536394177,0.929340102,0.115325689,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 15, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,Logistic Regression,dirty,0.891407719,0.60326087,0.209829868,0.311360449,0.872210773,0.019529581,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,Gaussian Naive Bayes,dirty,0.842308968,0.362481315,0.458412098,0.404841402,0.812511645,0.007811546,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,KNN,dirty,0.892402964,0.574430823,0.310018904,0.402701044,0.805916931,0.003899097,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,MLP,dirty,0.897379188,0.615658363,0.327032136,0.427160494,0.901260042,9.904234648,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,Decision Tree,dirty,0.895278116,0.58271237,0.369565217,0.452284558,0.848506178,0.192106485,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,Random Forest,dirty,0.899922592,0.665943601,0.290170132,0.404213298,0.915445312,0.424171925,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,XGBoost,dirty,0.905783479,0.658950617,0.403591682,0.500586166,0.928251459,0.129755735,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,LightGBM,dirty,0.906446976,0.665625,0.402646503,0.501766784,0.927695301,0.118695736,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1}"
Bank Marketing,feature_noise,high,Logistic Regression,cleaned,0.891186553,0.600543478,0.208884688,0.309957924,0.872328788,0.018674374,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,Gaussian Naive Bayes,cleaned,0.840207896,0.353962264,0.443289225,0.393621486,0.810426805,0.007802248,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,KNN,cleaned,0.891739467,0.568695652,0.309073724,0.400489896,0.805530455,0.003906965,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,MLP,cleaned,0.896715692,0.607638889,0.330812854,0.428396573,0.899647259,10.0411489,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,Decision Tree,cleaned,0.895278116,0.58271237,0.369565217,0.452284558,0.848506178,0.18778944,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,Random Forest,cleaned,0.899922592,0.665943601,0.290170132,0.404213298,0.915445312,0.405286551,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,XGBoost,cleaned,0.905783479,0.658950617,0.403591682,0.500586166,0.928251459,0.125845432,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,feature_noise,high,LightGBM,cleaned,0.905894062,0.66096423,0.401701323,0.499706055,0.927866522,0.116264105,36168,16,"{'error_type': 'feature_noise', 'intended_rate': 25, 'noise_added_to_cells': 253176, 'numerical_columns': 7, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'shrink toward median', 'reason': 'robust smoothing', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,categorical_errors,low,Logistic Regression,dirty,0.891628884,0.598484848,0.224007561,0.325997249,0.874329112,0.018551588,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,Gaussian Naive Bayes,dirty,0.853256663,0.38065661,0.405482042,0.392677346,0.825910113,0.009779215,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
