Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
German Credit,invalid_values,high,Random Forest,dirty,0.78,0.8,0.9142857142857143,0.8533333333333334,0.834047619047619,0.6904761904761905,0.9200959444394496,0.10605239868164062,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 392, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
German Credit,invalid_values,high,XGBoost,dirty,0.76,0.8026315789473685,0.8714285714285714,0.8356164383561644,0.7764285714285716,0.6857142857142857,0.8805022938998879,0.053722381591796875,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 392, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
German Credit,invalid_values,high,LightGBM,dirty,0.745,0.7947019867549668,0.8571428571428571,0.8247422680412371,0.7772619047619048,0.6702380952380952,0.887807924542531,0.026366710662841797,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 392, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,Logistic Regression,dirty,0.7868390518813194,0.8648648648648649,0.170439414114514,0.28476084538375973,0.7687961699562798,0.5808056704207529,0.5660541727152819,0.012697458267211914,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,Gaussian Naive Bayes,dirty,0.7909829272335488,0.8081841432225064,0.2103861517976032,0.3338615953512942,0.8063417833824745,0.5969167572053564,0.6124977405052746,0.006710529327392578,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,KNN,dirty,0.819327034642798,0.666936790923825,0.547936085219707,0.6016081871345029,0.8320447304719287,0.728613816169774,0.6110305331343004,0.05062294006347656,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,MLP,dirty,0.825957235206365,0.7189922480620154,0.4940079893475366,0.585635359116022,0.880337582700738,0.7150022290591137,0.7204176129633988,5.965222120285034,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,Decision Tree,dirty,0.8511519973479198,0.7253731343283583,0.6471371504660453,0.6840253342716397,0.894924401540975,0.782959438177185,0.7486825667806324,0.04746055603027344,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,Random Forest,dirty,0.8518150174042765,0.7830540037243948,0.5599201065246339,0.6529503105590062,0.9097597670846287,0.7542482898546807,0.7955827788853069,0.21953082084655762,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,XGBoost,dirty,0.8668987236863915,0.7798238590872698,0.6484687083888149,0.708106143220647,0.9228964485225467,0.7938878523184418,0.8212633005341085,0.09700822830200195,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,invalid_values,high,LightGBM,dirty,0.8649096635173213,0.7741420590582602,0.6458055925432756,0.7041742286751361,0.9223388898668472,0.7916734870683715,0.819594073791599,0.07701873779296875,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999875668282979, 'invalid_values_added': 10134, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,Logistic Regression,dirty,0.8828928452947031,0.0,0.0,0.0,0.7222766458375995,0.4999373825923607,0.2582036049238227,0.014766931533813477,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,Gaussian Naive Bayes,dirty,0.8628773637067345,0.3119834710743802,0.14272211720226843,0.19584954604409857,0.7019136779381945,0.5505094618572394,0.21983530971085974,0.008938789367675781,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,KNN,dirty,0.8886431493973239,0.554140127388535,0.24669187145557656,0.34139960758665794,0.7664869622034699,0.6101962801235303,0.3496678257046709,0.003981113433837891,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,MLP,dirty,0.9010284197721995,0.6325203252032521,0.3676748582230624,0.4650328750747161,0.8950695597723993,0.669685894985044,0.5451205479512049,9.048903226852417,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,Decision Tree,dirty,0.8981532677208891,0.5937072503419972,0.4102079395085066,0.48518725544997204,0.8703211835045152,0.6865065996853742,0.5067574058235178,0.0887141227722168,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,Random Forest,dirty,0.899922592060157,0.7142857142857143,0.24102079395085066,0.36042402826855124,0.9192169154593975,0.6141234213962143,0.5977691619973989,0.3092160224914551,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,XGBoost,dirty,0.9082162999004755,0.6536388140161725,0.45841209829867674,0.5388888888888889,0.9312927239519279,0.7131133753860321,0.6169734668102659,0.11554098129272461,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,invalid_values,high,LightGBM,dirty,0.907995134358067,0.6531165311653117,0.4555765595463138,0.5367483296213809,0.9310178702269022,0.71175822341749,0.6211697291178058,0.11181473731994629,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 6.999873605713022, 'invalid_values_added': 17722, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,Logistic Regression,dirty,0.7590618336886994,0.5581395348837209,0.44919786096256686,0.49777777777777776,0.7960886986141812,0.6602233254474015,0.542500210685757,0.006899356842041016,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,Gaussian Naive Bayes,dirty,0.7199715707178393,0.4826989619377163,0.7459893048128342,0.5861344537815126,0.7999997411619758,0.7282705478565623,0.5570434252972161,0.0019466876983642578,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,KNN,dirty,0.7455579246624022,0.5203045685279187,0.5481283422459893,0.5338541666666666,0.7538528039923177,0.6825830481801098,0.4665084435063769,0.0009770393371582031,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,MLP,dirty,0.7761194029850746,0.5891238670694864,0.5213903743315508,0.5531914893617021,0.8129804680826832,0.6948675008153398,0.6075837276708598,1.494791030883789,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,Decision Tree,dirty,0.7547974413646056,0.5410764872521246,0.5106951871657754,0.5254470426409904,0.7512812482204886,0.6769352024889865,0.4824366489952062,0.012770891189575195,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,Random Forest,dirty,0.783226723525231,0.6161616161616161,0.4893048128342246,0.5454545454545454,0.8279464826500872,0.6894733163880706,0.6281857105981405,0.12377810478210449,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,XGBoost,dirty,0.7846481876332623,0.6053412462908012,0.5454545454545454,0.5738396624472574,0.8246592397409549,0.7083516676933908,0.628368919339753,0.07416844367980957,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,invalid_values,high,LightGBM,dirty,0.7818052594171997,0.599406528189911,0.5401069518716578,0.5682137834036568,0.8270521972759887,0.7047098166909112,0.6295164437603543,0.05195021629333496,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.0, 'actual_rate': 7.000000000000001, 'invalid_values_added': 1575, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,Logistic Regression,dirty,0.7982456140350878,1.0,0.4523809523809524,0.6229508196721312,0.9666005291005291,0.7261904761904762,0.9488660373326281,0.004891395568847656,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,Gaussian Naive Bayes,dirty,0.3684210526315789,0.3684210526315789,1.0,0.5384615384615384,0.962962962962963,0.5,0.9438776359393721,0.0009770393371582031,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,KNN,dirty,0.9210526315789473,0.9714285714285714,0.8095238095238095,0.8831168831168831,0.9591600529100529,0.8978174603174603,0.9483790436797955,0.0009756088256835938,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,MLP,dirty,0.8859649122807017,0.967741935483871,0.7142857142857143,0.821917808219178,0.9623015873015872,0.8501984126984128,0.9431960386939602,0.14588427543640137,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,Decision Tree,dirty,0.9298245614035088,0.9473684210526315,0.8571428571428571,0.9,0.9146825396825397,0.9146825396825397,0.8646616541353384,0.003920555114746094,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,Random Forest,dirty,0.956140350877193,1.0,0.8809523809523809,0.9367088607594937,0.9970238095238095,0.9404761904761905,0.9950931619698773,0.08816123008728027,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,XGBoost,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9973544973544973,0.9642857142857143,0.9958761960068581,0.04883575439453125,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,low,LightGBM,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9976851851851852,0.9642857142857143,0.9965986394557824,0.026533842086791992,455,30,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9963369963369964, 'invalid_values_added': 409, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,Logistic Regression,dirty,0.745,0.8156028368794326,0.8214285714285714,0.8185053380782918,0.7721428571428571,0.694047619047619,0.8867128704654021,0.0029587745666503906,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,Gaussian Naive Bayes,dirty,0.34,0.9,0.06428571428571428,0.12,0.7483333333333333,0.5238095238095237,0.8539053969298633,0.0009195804595947266,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,KNN,dirty,0.71,0.7530864197530864,0.8714285714285714,0.8079470198675497,0.712202380952381,0.6023809523809524,0.8286291948429585,0.0,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,MLP,dirty,0.76,0.823943661971831,0.8357142857142857,0.8297872340425532,0.7683333333333334,0.7095238095238096,0.8788968733578775,0.20961737632751465,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,Decision Tree,dirty,0.71,0.7808219178082192,0.8142857142857143,0.7972027972027972,0.7211904761904763,0.6404761904761904,0.8307211852520784,0.0029458999633789062,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,Random Forest,dirty,0.745,0.779874213836478,0.8857142857142857,0.8294314381270903,0.8064285714285714,0.6511904761904762,0.9023594387279932,0.10112690925598145,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,XGBoost,dirty,0.72,0.7727272727272727,0.85,0.8095238095238095,0.7641666666666667,0.6333333333333333,0.884233442130044,0.04683375358581543,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
German Credit,invalid_values,low,LightGBM,dirty,0.735,0.7919463087248322,0.8428571428571429,0.8166089965397924,0.7728571428571428,0.6630952380952381,0.8806499194692419,0.026532411575317383,800,20,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 168, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,Logistic Regression,dirty,0.7863417868390519,0.8123167155425219,0.18442077230359522,0.3005968529571351,0.7720587954382019,0.5851479275333911,0.573235280692933,0.012689352035522461,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,Gaussian Naive Bayes,dirty,0.788330847008122,0.783375314861461,0.2070572569906791,0.32754081095313325,0.80634560378702,0.5940384497268557,0.6137343657302485,0.004881620407104492,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,KNN,dirty,0.8170064644455495,0.6547433903576982,0.5605858854860186,0.6040172166427547,0.8332211211946934,0.731297136077814,0.6124425017237926,0.04002737998962402,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,MLP,dirty,0.8292723354881485,0.7345924453280318,0.49201065246338216,0.5893141945773525,0.8826052866758102,0.7165416316830263,0.7304170528585676,6.0083091259002686,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,Decision Tree,dirty,0.8476711420520471,0.740710156895128,0.5972037283621837,0.6612605971249539,0.8923582651954387,0.7639516765845349,0.7453267163814856,0.0453190803527832,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,Random Forest,dirty,0.8521465274324548,0.7915869980879541,0.5512649800266312,0.6499215070643642,0.912193070902888,0.7515759903443684,0.8005187470114233,0.2046523094177246,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,XGBoost,dirty,0.8665672136582132,0.7772474144789181,0.6504660452729694,0.7082276187024285,0.925382870657853,0.7943347661809561,0.8260618849738061,0.08498477935791016,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Adult Income,invalid_values,low,LightGBM,dirty,0.8660699486159457,0.7784911717495987,0.6458055925432756,0.7059679767103348,0.9243613532578205,0.7924459434797597,0.8233749418018358,0.07915663719177246,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.9998480390125297, 'invalid_values_added': 4343, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,Logistic Regression,dirty,0.8828928452947031,0.0,0.0,0.0,0.7309106275589983,0.4999373825923607,0.2669156876290589,0.016759395599365234,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,Gaussian Naive Bayes,dirty,0.8709499060046445,0.30604982206405695,0.08128544423440454,0.128454070201643,0.7105770152684677,0.5284323276275341,0.22801716358509025,0.007820844650268555,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,KNN,dirty,0.8888643149397324,0.5557894736842105,0.2495274102079395,0.34442270058708413,0.7809582712387239,0.6115514320920724,0.3594620852298077,0.003907918930053711,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,MLP,dirty,0.9024659957978547,0.6447368421052632,0.3705103969754253,0.47058823529411764,0.8969505677587821,0.6717298384376187,0.5508231450177271,9.099932193756104,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,Decision Tree,dirty,0.8964945261528254,0.5790155440414507,0.4224952741020794,0.4885245901639344,0.8621835838226921,0.6908969795682595,0.47864637757793366,0.0871429443359375,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,Random Forest,dirty,0.9018024991706293,0.7043269230769231,0.276937618147448,0.39755766621438265,0.9207243496489756,0.6307668679340872,0.5976620602614128,0.2942969799041748,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,XGBoost,dirty,0.9073316377308416,0.6494565217391305,0.45179584120982985,0.5328874024526199,0.931779340516777,0.7097426294339695,0.617877468012578,0.1071624755859375,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Bank Marketing,invalid_values,low,LightGBM,dirty,0.9099856242397435,0.6675824175824175,0.45935727788279773,0.5442329227323628,0.9325700480461356,0.7145252262926826,0.6276602882003655,0.09689736366271973,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 2.999889404998894, 'invalid_values_added': 7595, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,Logistic Regression,dirty,0.7611940298507462,0.5641891891891891,0.446524064171123,0.49850746268656715,0.7960886986141813,0.6608225354737512,0.5419087434083913,0.005869388580322266,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,Gaussian Naive Bayes,dirty,0.728500355366027,0.49256505576208176,0.7085561497326203,0.581140350877193,0.799963503838568,0.722138675059921,0.5577209354494672,0.0010123252868652344,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,KNN,dirty,0.7420042643923241,0.5148247978436657,0.5106951871657754,0.512751677852349,0.7562315254360126,0.6682227145896641,0.46854676674081336,0.0009765625,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,MLP,dirty,0.775408670931059,0.5900621118012422,0.5080213903743316,0.5459770114942529,0.8104335019231665,0.6901191172588018,0.6047555059746357,1.5019280910491943,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,Decision Tree,dirty,0.7604832977967306,0.5515320334261838,0.5294117647058824,0.5402455661664393,0.7440247242080851,0.6867775183645578,0.495347157287141,0.011715888977050781,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,Random Forest,dirty,0.7839374555792467,0.6174496644295302,0.4919786096256685,0.5476190476190477,0.8293260893198254,0.6908102147837926,0.6318805790264381,0.11784148216247559,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,XGBoost,dirty,0.7917555081734187,0.6253869969040248,0.5401069518716578,0.5796269727403156,0.826245916830166,0.7114861961681619,0.6387577243061069,0.06641507148742676,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Telco Churn,invalid_values,low,LightGBM,dirty,0.7896233120113717,0.621875,0.5320855614973262,0.5734870317002881,0.8282868546520958,0.7074755009809961,0.6334480125580121,0.04922175407409668,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 3.0, 'actual_rate': 3.0, 'invalid_values_added': 675, 'schedule': 'higher', 'severity_label': 'low', 'rate_used': 3.0, 'seed': 42}",42
Breast Cancer,invalid_values,medium,Logistic Regression,dirty,0.6666666666666666,1.0,0.09523809523809523,0.17391304347826086,0.9728835978835979,0.5476190476190477,0.9580304184135682,0.003911018371582031,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
