Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Adult Income,typographical_errors,medium,Gaussian Naive Bayes,dirty,0.7946295375435107,0.6892086330935252,0.3189081225033289,0.4360491579426491,0.848973971583831,0.6356182634145424,0.6762864240733661,0.00487065315246582,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,KNN,dirty,0.8218133598541356,0.6594473487677371,0.5878828229027963,0.6216121084125308,0.8499367135293162,0.7436213937952516,0.6240544629671251,0.0335695743560791,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,MLP,dirty,0.8422012265871043,0.7330508474576272,0.5758988015978695,0.645041014168531,0.9004653840491058,0.7531888622864651,0.7631274933075628,5.938467264175415,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,Decision Tree,dirty,0.8508204873197415,0.7467213114754099,0.6065246338215713,0.6693607641440118,0.8899323817783162,0.7691638838937915,0.7562466075107122,0.04651188850402832,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,Random Forest,dirty,0.8509862423338306,0.7970443349753694,0.5386151797603196,0.6428287644020659,0.9130065966631412,0.7465753012021638,0.802073449891188,0.2197415828704834,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,XGBoost,dirty,0.866401458644124,0.777511961722488,0.6491344873501997,0.7075471698113207,0.924984299606704,0.7937793381354838,0.824469820102513,0.11394262313842773,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,LightGBM,dirty,0.8668987236863915,0.7798238590872698,0.6484687083888149,0.708106143220647,0.9250310995623874,0.7938878523184418,0.8238193051707547,0.0860598087310791,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,Logistic Regression,dirty,0.8917394669910428,0.6053333333333333,0.21455576559546313,0.316817864619679,0.8728230981294085,0.5980105064671116,0.45740179214506527,0.017569541931152344,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,Gaussian Naive Bayes,dirty,0.840207895609864,0.3550561797752809,0.44801512287334594,0.3961554534057668,0.8159725288318244,0.6700939734592153,0.3507332854485652,0.007800579071044922,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,KNN,dirty,0.8916288842198385,0.5667808219178082,0.31285444234404536,0.40316686967113274,0.8075353362223355,0.6405850170392737,0.39418283565433115,0.003908395767211914,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,MLP,dirty,0.8969368572376424,0.6016129032258064,0.35255198487712663,0.4445768772348033,0.9007246574093912,0.6608094927516504,0.530477889128642,9.236738920211792,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,Decision Tree,dirty,0.8969368572376424,0.5842245989304813,0.41304347826086957,0.4839424141749723,0.8470978784654117,0.6870477253546051,0.48045773200778963,0.0945284366607666,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,Random Forest,dirty,0.9046776512219397,0.6856060606060606,0.34215500945179583,0.45649432534678436,0.9200748568026297,0.6606830150577702,0.5946048695030327,0.296323299407959,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,XGBoost,dirty,0.908437465442884,0.6597222222222222,0.44896030245746693,0.5343082114735658,0.9319032732687589,0.7091388863570991,0.6226500085255339,0.11110687255859375,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,typographical_errors,medium,LightGBM,dirty,0.909322127612518,0.6666666666666666,0.4499054820415879,0.5372460496613995,0.9323684057892101,0.7100497980026349,0.6289529064565469,0.10393762588500977,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 9, 'typos_added': 22785, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,Logistic Regression,dirty,0.7910447761194029,0.611731843575419,0.5855614973262032,0.5983606557377049,0.8325615646240896,0.7255009809961123,0.6086050869813211,0.010671138763427734,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,Gaussian Naive Bayes,dirty,0.7320540156361052,0.4973637961335677,0.7566844919786097,0.6002120890774125,0.8162754761325457,0.7399104938111829,0.5817812800453409,0.0019507408142089844,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,KNN,dirty,0.7427149964463398,0.5153846153846153,0.5374331550802139,0.5261780104712042,0.7711923632429298,0.6772354545972221,0.49329508345146256,0.0009758472442626953,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,MLP,dirty,0.7768301350390903,0.5857142857142857,0.5481283422459893,0.5662983425414365,0.8243460457315022,0.7038802408228979,0.6130876214178681,1.4479432106018066,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,Decision Tree,dirty,0.7697228144989339,0.5686813186813187,0.553475935828877,0.5609756097560976,0.7585947165982473,0.7007457123481268,0.5235809889472759,0.013683795928955078,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,Random Forest,dirty,0.7896233120113717,0.6354166666666666,0.4893048128342246,0.552870090634441,0.8352625394080891,0.6938295603377319,0.644269108833252,0.12111616134643555,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,XGBoost,dirty,0.7931769722814499,0.6317460317460317,0.5320855614973262,0.5776487663280117,0.8327427512411284,0.7098956365085857,0.6436462395097398,0.06679463386535645,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,typographical_errors,medium,LightGBM,dirty,0.7967306325515281,0.6349693251533742,0.553475935828877,0.5914285714285714,0.8328152258879439,0.7191387423578073,0.6459457143502142,0.04491758346557617,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 15, 'typos_added': 5906, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,high,Logistic Regression,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.996031746031746,0.9573412698412699,0.994273631904294,0.0049037933349609375,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9890873015873015,0.9077380952380952,0.9822886030109494,0.0009775161743164062,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,KNN,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.982308201058201,0.9454365079365079,0.9727913619290999,0.0009744167327880859,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,MLP,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9947089947089947,0.9523809523809523,0.9927489177489178,0.14551496505737305,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,Decision Tree,dirty,0.9298245614035088,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9246031746031745,0.9246031746031746,0.8536818236066357,0.00390625,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,Random Forest,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9928902116402116,0.9642857142857143,0.9893469758017013,0.08991861343383789,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,XGBoost,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9940476190476191,0.9523809523809523,0.9928571428571429,0.05010390281677246,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,typographical_errors,high,LightGBM,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9950396825396826,0.9642857142857143,0.9937343358395991,0.02832317352294922,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,typographical_errors,high,Logistic Regression,dirty,0.735,0.7457627118644068,0.9428571428571428,0.832807570977918,0.7472619047619048,0.5964285714285714,0.8589438211774775,0.002930879592895508,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 10.5, 'categorical_columns': 13, 'typos_added': 1092, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,typographical_errors,high,Gaussian Naive Bayes,dirty,0.715,0.7515151515151515,0.8857142857142857,0.8131147540983606,0.7139285714285715,0.6011904761904762,0.8375801465159904,0.0015225410461425781,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 10.5, 'categorical_columns': 13, 'typos_added': 1092, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,typographical_errors,high,KNN,dirty,0.68,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.6689285714285715,0.5428571428571428,0.8016472656321564,0.0009768009185791016,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 10.5, 'categorical_columns': 13, 'typos_added': 1092, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,typographical_errors,high,MLP,dirty,0.77,0.8051948051948052,0.8857142857142857,0.8435374149659864,0.7458333333333333,0.6928571428571428,0.8766603152176513,0.20449376106262207,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 10.5, 'categorical_columns': 13, 'typos_added': 1092, 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
