Dataset,Error_Type,Severity,Route,Method,Clean_Seconds,Rows_Before,Rows_After,Row_Change_Pct,Train_Seconds_After_Clean,Total_Compute_Seconds
Bank Marketing,contextual_errors,low,automated_cleaning,IQR clipping,0.011244599998462945,36168,36168,0.0,10.699947834014893,10.711192434013356
Bank Marketing,contextual_errors,medium,automated_cleaning,IQR clipping,0.01329139998415485,36168,36168,0.0,10.702542304992678,10.715833704976832
Bank Marketing,contextual_errors,high,automated_cleaning,IQR clipping,0.013243299996247515,36168,36168,0.0,10.58805847167969,10.601301771675937
Bank Marketing,data_heterogeneity,low,automated_cleaning,re-standardise features,0.007210400013718754,36168,36168,0.0,10.040446996688843,10.047657396702562
Bank Marketing,data_heterogeneity,medium,automated_cleaning,re-standardise features,0.007129000005079433,36168,36168,0.0,9.94898009300232,9.956109093007399
Bank Marketing,data_heterogeneity,high,automated_cleaning,re-standardise features,0.006839400011813268,36168,36168,0.0,9.887353658676147,9.89419305868796
Bank Marketing,data_inconsistency,low,automated_cleaning,consistency rules,0.0345050000178162,36168,36168,0.0,10.253700494766235,10.288205494784052
Bank Marketing,data_inconsistency,medium,automated_cleaning,consistency rules,0.033966500021051615,36168,36168,0.0,10.039613246917723,10.073579746938774
Bank Marketing,data_inconsistency,high,automated_cleaning,consistency rules,0.03445919998921454,36168,36168,0.0,10.079585790634155,10.11404499062337
Bank Marketing,data_leakage,low,automated_cleaning,drop features with |corr| > 0.5,0.004480700008571148,36168,36168,0.0,10.273086309432983,10.277567009441555
Bank Marketing,data_leakage,medium,automated_cleaning,drop features with |corr| > 0.5,0.004084099986357614,36168,36168,0.0,10.035733222961426,10.039817322947783
